molecule_chembl_id,canonical_smiles,standard_value,bioactivity_class
CHEMBL5421269,CC(C)C[C@H](NC(=O)OCC(C)(O)c1cccc(Cl)c1)C(=O)N[C@@H](C[C@@H]1CCNC1=O)C(O)S(=O)(=O)O,320.0,active
CHEMBL5395482,O=C1NC2(CC(c3ccccc3Cl)C2)C(=O)N1c1cncc2ccccc12,770.0,active
CHEMBL5415051,NC(=O)c1ccc2c(c1)C(=O)C(=O)N2Cc1cn(Cc2cccc(Cl)c2)nn1,440.0,active
CHEMBL5421800,NC(=O)c1ccc2c(c1)C(=O)C(=O)N2Cc1cn(Cc2ccc(S(N)(=O)=O)cc2)nn1,1120.0,intermediate
CHEMBL5397586,NC(=O)c1ccc2c(c1)C(=O)C(=O)N2Cc1cn(Cc2ccc(C(F)(F)F)cc2F)nn1,530.0,active
CHEMBL358279,NC(=O)c1ccc2c(c1)C(=O)C(=O)N2Cc1ccc2ccccc2c1,300.0,active
CHEMBL3920474,O=c1c2ccccc2[se]n1Cc1ccccc1,364.0,active
CHEMBL5411764,O=c1c2ccccc2[se]n1Cc1ccncc1,287.0,active
CHEMBL5403838,O=c1c2ccccc2[se]n1Cc1cccnc1,459.0,active
CHEMBL5418023,O=c1c2ccccc2[se]n1-c1ccc(NS(=O)(=O)C2CC2)cc1,528.0,active
CHEMBL5409716,CN(C)S(=O)(=O)Nc1ccc(-n2[se]c3ccccc3c2=O)cc1,233.0,active
CHEMBL5438913,O=C(Nc1ccc(-n2[se]c3ccccc3c2=O)cc1)C1CC1,490.0,active
CHEMBL5395762,Nc1ccc2c(=O)n(-c3ccccc3)[se]c2c1,322.0,active
CHEMBL5434494,CC(C)(C)OC(=O)N1CCC(n2[se]c3ccccc3c2=O)CC1,417.0,active
CHEMBL5394951,O=c1c2ccccc2[se]n1C1CCN(S(=O)(=O)C2CC2)CC1,356.0,active
CHEMBL5398922,O=c1c2ccccc2[se]n1C1CCN(S(=O)(=O)c2cccnc2)CC1,268.0,active
CHEMBL5426830,NS(=O)(=O)c1ccc(C(=O)N2CCC(n3[se]c4ccccc4c3=O)CC2)cc1,550.0,active
CHEMBL5404334,CNC(=O)c1cc(Br)cc([N+](=O)[O-])c1N[C@@H]1CCCC[C@@H]1NC(=O)c1cncc2ccccc12,72.0,active
CHEMBL4590273,Cc1cccc2nc(CSC(=S)NCc3cccnc3)cn12,21.0,active
CHEMBL5434729,S=C(NCc1cccnc1)SCc1ccccc1,23.0,active
CHEMBL5396515,CCSC(=S)NCc1cccnc1,178.0,active
CHEMBL5405544,Cc1cccc2nc(CNC(=S)NCc3cccnc3)cn12,35000.0,inactive
CHEMBL2365410,CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](CC1CCNC1=O)C(O)S(=O)(=O)O,12.0,active
CHEMBL5436771,S=C([S-])NCc1cccnc1.[K+],27.0,active
CHEMBL5394457,S=C(NCc1cccnc1)OCc1ccccc1,100000.0,inactive
CHEMBL2103913,CCCCCCCCCC(=O)N[C@H]1[C@H](Oc2c3cc4cc2Oc2ccc(cc2Cl)[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2NC(C)=O)[C@@H]2NC(=O)[C@H](NC(=O)[C@@H]4NC(=O)[C@H]4NC(=O)[C@H](Cc5ccc(c(Cl)c5)O3)NC(=O)[C@H](N)c3ccc(O)c(c3)Oc3cc(O)cc4c3)c3ccc(O)c(c3)-c3c(O[C@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]4O)cc(O)cc3[C@@H](C(=O)O)NC2=O)O[C@H](CO)[C@@H](O)[C@@H]1O,1500.0,intermediate
CHEMBL5402071,COC(=O)CCC(CC(=O)[C@H](CC(=O)OC)NC(=O)OCc1ccccc1)C(=O)NC(C(=O)NC(CC(=O)OC)C(=O)CF)C(C)C,6810.0,intermediate
CHEMBL413376,Cc1ccc(C(=O)Nc2ccc(S(=O)(=O)[O-])c3cc(S(=O)(=O)[O-])cc(S(=O)(=O)[O-])c23)cc1NC(=O)c1cccc(NC(=O)Nc2cccc(C(=O)Nc3cc(C(=O)Nc4ccc(S(=O)(=O)[O-])c5cc(S(=O)(=O)[O-])cc(S(=O)(=O)[O-])c45)ccc3C)c2)c1.[Na+].[Na+].[Na+].[Na+].[Na+].[Na+],6500.0,intermediate
CHEMBL456,C=C(CC)C(=O)c1ccc(OCC(=O)O)c(Cl)c1Cl,1110.0,intermediate
CHEMBL154,COc1ccc2cc([C@H](C)C(=O)O)ccc2c1,3450.0,intermediate
CHEMBL1467,Oc1ncnc2[nH]ncc12,3770.0,intermediate
CHEMBL1200397,CN(Cc1ccc(C(C)(C)C)cc1)Cc1cccc2ccccc12.Cl,5400.0,intermediate
CHEMBL1116,Cl.O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12,5610.0,intermediate
CHEMBL542118,Cl.NC1CC1c1ccccc1,8640.0,intermediate
CHEMBL282042,CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)c1ccc2ccccc2n1.CS(=O)(=O)O,9920.0,intermediate
CHEMBL5397992,CC(C)(C)OC(=O)CC[C@H](NC(=O)CNC(=O)OC(C)(C)C)C(=O)CCl,1740.0,intermediate
CHEMBL5440889,CC(C)(C)OC(=O)CC[C@H](NC(=O)CNC(=O)OC(C)(C)C)C(=O)COC(=O)c1c(Cl)cccc1Cl,2990.0,intermediate
CHEMBL5430616,CCOC(=O)[C@@H]1O[C@H]1C(=O)N(CCC(N)=O)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)OCc1ccccc1,960.0,active
CHEMBL468971,C[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](C)C(=O)NN(CC(N)=O)C(=O)/C=C/C(=O)c1ccccc1,490.0,active
CHEMBL1336287,CCOc1cccc(C(=O)c2ccc(O)c(O)c2O)c1,10600.0,inactive
CHEMBL1200712,Cc1cc(-c2ccc(/N=N/c3ccc4c(S(=O)(=O)[O-])cc(S(=O)(=O)[O-])c(N)c4c3O)c(C)c2)ccc1/N=N/c1ccc2c(S(=O)(=O)[O-])cc(S(=O)(=O)[O-])c(N)c2c1O.[Na+].[Na+].[Na+].[Na+],200.0,active
CHEMBL55415,O=c1cc(-c2ccc(O)cc2)oc2cc(O)c(O)c(O)c12,5800.0,intermediate
CHEMBL5426064,O=C1c2c(O)cc(O)cc2OC(c2cc(O)c(O)c(O)c2)[C@@H]1O,1200.0,intermediate
CHEMBL413552,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)c(O)c(O)c12,1240.0,intermediate
CHEMBL1964546,Nc1ccc2cc3ccc(N)cc3nc2c1.O=S(=O)(O)O,2070.0,intermediate
CHEMBL5092396,O=c1c2ccccc2[se]n1-c1cccc(C(F)(F)F)c1,2770.0,intermediate
CHEMBL5074774,COc1cccc(-n2[se]c3ccccc3c2=O)c1,4080.0,intermediate
CHEMBL4850660,CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](C[C@@H]1CCNC1=O)C(O)S(=O)(=O)[O-].C[N+](C)(C)CCO,180.0,active
CHEMBL4856219,CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](C[C@@H]1CCNC1=O)C(O)S(=O)(=O)[O-].[K+],200.0,active
CHEMBL4860690,O=C(N[C@@H](CC1CC1)C(=O)N[C@@H](C[C@@H]1CCNC1=O)C(O)S(=O)(=O)[O-])OCCc1cccc(Cl)c1.[Na+],80.0,active
CHEMBL5430984,[2H]C([2H])(OC(=O)N[C@H](CC(C)C)C(=O)N[C@H](C[C@@H]1CCNC1=O)C(O)S(=O)(=O)[O-])c1ccccc1.[Na+],180.0,active
CHEMBL4868443,O=C(N[C@@H](CC1CC1)C(=O)N[C@@H](C[C@@H]1CCNC1=O)C(O)S(=O)(=O)[O-])OCc1cccc(F)c1.[Na+],70.0,active
CHEMBL5412571,CC(C)C[C@H](NC(=O)c1cc2c(F)cccc2[nH]1)C(=O)NN(C[C@@H]1CCNC1=O)C(=O)C(F)Cl,3.0,active
CHEMBL5397764,CCN(C[C@]1(C)CN(C(=O)c2nn(C)c3c2CCc2ccccc2-3)CCC1=O)C(=O)c1nn(C)c2c1CCc1ccccc1-2,750.0,active
CHEMBL5401551,C[C@H](NC(=O)[C@@H](c1cccnc1)N(C(=O)C(Br)(Br)Br)c1ccc(-c2ccccc2)cc1)c1ccccc1,80.0,active
CHEMBL5417410,CC1(C)[C@H](C(=O)OCc2ccccc2)C2C(=O)C(Br)(Br)[C@H]2S1(=O)=O,700.0,active
CHEMBL5433693,CC1(C)[C@H](C(=O)OCc2ccc([N+](=O)[O-])cc2)C2C(=O)C(Br)(Br)[C@H]2S1(=O)=O,600.0,active
CHEMBL5409790,CC1(C)[C@H](C(=O)OCc2ccc([N+](=O)[O-])cc2)C2C(=O)C(Br)(Br)[C@H]2[S+]1[O-],500.0,active
CHEMBL5089978,CC(C)(C)c1ccc(N(C(=O)c2c[nH]cn2)C(C(=O)NC2CCCCC2)c2cccnc2)cc1,4100.0,intermediate
CHEMBL5076981,C=CS(=O)(=O)N(c1ccc(C(C)(C)C)cc1)C(C(=O)NC1CCCCC1)c1cccnc1,420.0,active
CHEMBL5075842,CC(C)(C)c1ccc(N(C(=O)CCl)C(C(=O)NC2CCCCC2)c2cccnc2)cc1,410.0,active
CHEMBL2311740,CC(C)(C)NC(=O)[C@@H](c1cccnc1)N(C(=O)c1ccco1)c1ccc(C(C)(C)C)cc1,10960.0,inactive
CHEMBL5395882,O=c1[nH]c(-c2ccccc2F)nc2cc(O)c(O)c(O)c12,1443.0,intermediate
CHEMBL5436067,O=c1[nH]c(-c2cccc(F)c2)nc2cc(O)c(O)c(O)c12,5132.0,intermediate
CHEMBL5410698,O=c1[nH]c(-c2ccc(F)cc2)nc2cc(O)c(O)c(O)c12,12760.0,inactive
CHEMBL5418940,O=c1[nH]c(-c2ccccc2Cl)nc2cc(O)c(O)c(O)c12,435.0,active
CHEMBL5423390,O=c1[nH]c(-c2cccc(Cl)c2)nc2cc(O)c(O)c(O)c12,6960.0,intermediate
CHEMBL5433083,O=c1[nH]c(-c2ccc(Cl)cc2)nc2cc(O)c(O)c(O)c12,7706.0,intermediate
CHEMBL5416294,O=c1[nH]c(-c2ccccc2Br)nc2cc(O)c(O)c(O)c12,554.0,active
CHEMBL5418838,O=c1[nH]c(-c2cccc(Br)c2)nc2cc(O)c(O)c(O)c12,8017.0,intermediate
CHEMBL5433628,O=c1[nH]c(-c2ccc(Br)cc2)nc2cc(O)c(O)c(O)c12,9797.0,intermediate
CHEMBL5439047,Cc1ccccc1-c1nc2cc(O)c(O)c(O)c2c(=O)[nH]1,365.0,active
CHEMBL5436099,Cc1cccc(-c2nc3cc(O)c(O)c(O)c3c(=O)[nH]2)c1,2277.0,intermediate
CHEMBL5415275,Cc1ccc(-c2nc3cc(O)c(O)c(O)c3c(=O)[nH]2)cc1,1867.0,intermediate
CHEMBL5408630,O=c1[nH]c(-c2ccccc2C(F)(F)F)nc2cc(O)c(O)c(O)c12,1481.0,intermediate
CHEMBL5428437,O=c1[nH]c(-c2cccc(C(F)(F)F)c2)nc2cc(O)c(O)c(O)c12,10530.0,inactive
CHEMBL5417362,O=c1[nH]c(-c2ccccc2OC(F)(F)F)nc2cc(O)c(O)c(O)c12,1798.0,intermediate
CHEMBL5425895,O=c1[nH]c(-c2cccc(OC(F)(F)F)c2)nc2cc(O)c(O)c(O)c12,20000.0,inactive
CHEMBL5401478,O=c1[nH]c(-c2ccccc2[N+](=O)[O-])nc2cc(O)c(O)c(O)c12,10588.0,inactive
CHEMBL5418540,O=c1[nH]c(-c2cccc([N+](=O)[O-])c2)nc2cc(O)c(O)c(O)c12,11169.0,inactive
CHEMBL5397835,O=c1[nH]c(-c2ccc([N+](=O)[O-])cc2)nc2cc(O)c(O)c(O)c12,20000.0,inactive
CHEMBL5425140,CC(C)c1cccc(-c2nc3cc(O)c(O)c(O)c3c(=O)[nH]2)c1,7635.0,intermediate
CHEMBL5424128,CC(C)(C)c1cccc(-c2nc3cc(O)c(O)c(O)c3c(=O)[nH]2)c1,8423.0,intermediate
CHEMBL5396993,CC(C)(C)c1ccc(-c2nc3cc(O)c(O)c(O)c3c(=O)[nH]2)cc1,20000.0,inactive
CHEMBL5405838,O=c1[nH]c(-c2ccccc2O)nc2cc(O)c(O)c(O)c12,18285.0,inactive
CHEMBL5425158,O=c1[nH]c(-c2ccc(O)cc2)nc2cc(O)c(O)c(O)c12,20000.0,inactive
CHEMBL5400454,O=c1[nH]c(-c2cccc(F)c2F)nc2cc(O)c(O)c(O)c12,1130.0,intermediate
CHEMBL5436202,O=c1[nH]c(-c2ccc(F)cc2F)nc2cc(O)c(O)c(O)c12,1541.0,intermediate
CHEMBL5406209,O=c1[nH]c(-c2ccc(F)c(F)c2)nc2cc(O)c(O)c(O)c12,2716.0,intermediate
CHEMBL5397302,O=c1[nH]c(-c2ccccc2)nc2cc(O)c(O)c(O)c12,1372.0,intermediate
CHEMBL5438144,O=c1[nH]c(-c2cccs2)nc2cc(O)c(O)c(O)c12,20000.0,inactive
CHEMBL5417818,O=c1[nH]c(-c2ccccn2)nc2cc(O)c(O)c(O)c12,20000.0,inactive
CHEMBL5435180,O=c1[nH]c(-c2ccncc2)nc2cc(O)c(O)c(O)c12,15190.0,inactive
CHEMBL5400054,Cc1cc(-c2nc3cc(O)c(O)c(O)c3c(=O)[nH]2)n(C)n1,20000.0,inactive
CHEMBL5430534,O=c1[nH]c(-c2ccc3ccccc3c2)nc2cc(O)c(O)c(O)c12,3565.0,intermediate
CHEMBL5396109,O=c1[nH]c(C2CC2)nc2cc(O)c(O)c(O)c12,5485.0,intermediate
CHEMBL5413101,O=c1[nH]c(C2CCCC2)nc2cc(O)c(O)c(O)c12,539.0,active
CHEMBL5412979,O=c1[nH]c(C2CCCCC2)nc2cc(O)c(O)c(O)c12,1370.0,intermediate
CHEMBL5427073,CC(C)c1nc2cc(O)c(O)c(O)c2c(=O)[nH]1,4943.0,intermediate
CHEMBL5407708,CC(C)(C)c1nc2cc(O)c(O)c(O)c2c(=O)[nH]1,4086.0,intermediate
CHEMBL5405273,CC(C)Cc1nc2cc(O)c(O)c(O)c2c(=O)[nH]1,385.0,active
CHEMBL5434998,CC(C)(C)Cc1nc2cc(O)c(O)c(O)c2c(=O)[nH]1,970.0,active
CHEMBL5405362,O=c1[nH]c(/C=C/c2ccccc2)nc2cc(O)c(O)c(O)c12,2874.0,intermediate
CHEMBL5416685,O=c1[nH]c(Cc2ccccc2)nc2cc(O)c(O)c(O)c12,327.0,active
CHEMBL5435314,CC(c1ccccc1)c1nc2cc(O)c(O)c(O)c2c(=O)[nH]1,174.0,active
CHEMBL5411855,CCC(c1ccccc1)c1nc2cc(O)c(O)c(O)c2c(=O)[nH]1,210.0,active
CHEMBL5432454,CC(C)C(c1ccccc1)c1nc2cc(O)c(O)c(O)c2c(=O)[nH]1,390.0,active
CHEMBL5434000,CC(C)Cn1c(-c2ccccc2)nc2cc(O)c(O)c(O)c2c1=O,124.0,active
CHEMBL5418919,O=c1c2c(O)c(O)c(O)cc2nc(-c2ccccc2)n1CCO,1365.0,intermediate
CHEMBL5408555,CC(C)(C)NC(=O)Cn1c(-c2ccccc2)nc2cc(O)c(O)c(O)c2c1=O,949.0,active
CHEMBL5429980,O=c1c2c(O)c(O)c(O)cc2nc(-c2ccccc2)n1C1CC1,290.0,active
CHEMBL5406114,O=c1c2c(O)c(O)c(O)cc2nc(-c2ccccc2)n1C1CCCC1,124.0,active
CHEMBL5425758,O=c1c2c(O)c(O)c(O)cc2nc(-c2ccccc2)n1C1CCCCC1,274.0,active
CHEMBL5426124,O=c1c2c(O)c(O)c(O)cc2nc(-c2ccccc2)n1-c1ccccc1,83.0,active
CHEMBL5400303,O=c1c2c(O)c(O)c(O)cc2nc(-c2ccccc2)n1-c1ccccc1F,205.0,active
CHEMBL5439575,O=c1c2c(O)c(O)c(O)cc2nc(-c2ccccc2)n1-c1cccc(F)c1,236.0,active
CHEMBL5418627,O=c1c2c(O)c(O)c(O)cc2nc(-c2ccccc2)n1-c1ccc(O)cc1,271.0,active
CHEMBL5425241,O=c1c2c(O)c(O)c(O)cc2nc(-c2ccccc2)n1-c1ccc(Br)cc1F,207.0,active
CHEMBL5424318,Cc1cc(-n2c(-c3ccccc3)nc3cc(O)c(O)c(O)c3c2=O)ccc1F,117.0,active
CHEMBL5419145,O=c1c2c(O)c(O)c(O)cc2nc(-c2ccccc2)n1-c1ccc(-c2ccccc2)cc1,1476.0,intermediate
CHEMBL5423618,O=c1c2c(O)c(O)c(O)cc2nc(-c2ccccc2)n1-c1cccnc1,212.0,active
CHEMBL5398166,O=c1c2c(O)c(O)c(O)cc2nc(-c2ccccc2)n1-c1cn[nH]c1,390.0,active
CHEMBL5410809,CC(c1ccccc1)c1nc2cc(O)c(O)c(O)c2c(=O)n1-c1ccccc1,477.0,active
CHEMBL5406997,Cc1cc(-n2c(C(C)c3ccccc3)nc3cc(O)c(O)c(O)c3c2=O)ccc1F,1005.0,intermediate
CHEMBL5411183,CC(c1ccccc1)c1nc2cc(O)c(O)c(O)c2c(=O)n1-c1ccccc1F,290.0,active
CHEMBL5414042,CC(c1ccccc1)c1nc2cc(O)c(O)c(O)c2c(=O)n1-c1ccc(Br)cc1F,386.0,active
CHEMBL5409249,CC(C)Cn1c(C(C)c2ccccc2)nc2cc(O)c(O)c(O)c2c1=O,692.0,active
CHEMBL5406891,CC(C)Cc1nc2cc(O)c(O)c(O)c2c(=O)n1-c1ccccc1,107.0,active
CHEMBL5400991,CC(C)Cc1nc2cc(O)c(O)c(O)c2c(=O)n1-c1ccccc1F,239.0,active
CHEMBL5406059,Cc1cc(-n2c(CC(C)C)nc3cc(O)c(O)c(O)c3c2=O)ccc1F,100.0,active
CHEMBL5399660,CC(C)Cc1nc2cc(O)c(O)c(O)c2c(=O)n1-c1ccc(Br)cc1F,284.0,active
CHEMBL5422331,O=c1c2c(O)c(O)c(O)cc2nc(Cc2ccccc2)n1-c1ccccc1,131.0,active
CHEMBL5427453,Cc1cc(-n2c(Cc3ccccc3)nc3cc(O)c(O)c(O)c3c2=O)ccc1F,502.0,active
CHEMBL5394410,CC(C)Cn1c(Cc2ccccc2)nc2cc(O)c(O)c(O)c2c1=O,466.0,active
CHEMBL5427572,CC(C)C[C@H](NC(=O)C(=O)Nc1ccccc1F)C(=O)N[C@@H](C[C@@H]1CCNC1=O)C(=O)COc1c(F)c(F)cc(F)c1F,14.8,active
CHEMBL5436463,CC(C)C[C@H](NC(=O)C(=O)Nc1ccccc1F)C(=O)N[C@@H](C[C@@H]1CCNC1=O)C(=O)COC(F)(F)F,76.3,active
CHEMBL5400139,O=C(Nc1ccccc1F)C(=O)N1CC2(CC2)C[C@H]1C(=O)N[C@@H](C[C@@H]1CCNC1=O)C(=O)COC(F)(F)F,16.1,active
CHEMBL5426046,CC(C)(C)NC(=O)C(=O)N1C[C@H]2[C@@H]([C@H]1C(=O)N[C@@H](C[C@@H]1CCNC1=O)C(=O)COC(F)(F)F)C2(C)C,81.1,active
CHEMBL5398789,CC(C)(C)NC(=O)C(=O)N1C[C@@H]2CCC[C@@H]2[C@H]1C(=O)N[C@@H](C[C@@H]1CCNC1=O)C(=O)COC(F)(F)F,28.8,active
CHEMBL5438703,CC(C)CC(=O)C(=O)N1CC2(CC2)C[C@H]1C(=O)N[C@@H](C[C@@H]1CCNC1=O)C(=O)COC(F)(F)F,24.0,active
CHEMBL5402318,CC(C)/C=C/C(=O)N1CC2(CC2)C[C@H]1C(=O)N[C@@H](C[C@@H]1CCNC1=O)C(=O)COC(F)(F)F,34.7,active
CHEMBL5420351,CC1(C)CC(O)(C(=O)N2CC3(CC3)C[C@H]2C(=O)N[C@@H](C[C@@H]2CCNC2=O)C(=O)COC(F)(F)F)C1,36.5,active
CHEMBL5426319,CC(=O)N1CC2(CC2)C[C@H]1C(=O)N[C@@H](C[C@@H]1CCNC1=O)C(=O)COC(F)(F)F,35.4,active
CHEMBL5416435,CC(C)C[C@H](NC(=O)C(=O)NCC(F)(F)F)C(=O)N[C@@H](C[C@@H]1CCNC1=O)C(=O)COC(F)(F)F,34.5,active
CHEMBL5430747,CC(C)C[C@H](NC(=O)C(=O)NC12CC(F)(C1)C2)C(=O)N[C@@H](C[C@@H]1CCNC1=O)C(=O)COC(F)(F)F,33.7,active
CHEMBL5439634,CC(C)C[C@H](NC(=O)c1cc(C(C)(C)F)on1)C(=O)N[C@@H](C[C@@H]1CCNC1=O)C(=O)COC(F)(F)F,34.8,active
CHEMBL5411753,CC(C)C[C@H](NC(=O)[C@H]1CCCO1)C(=O)N[C@@H](C[C@@H]1CCNC1=O)C(=O)COC(F)(F)F,60.1,active
CHEMBL5423024,CC(C)C[C@H](NC(=O)C(=O)Nc1ccccc1F)C(=O)N[C@@H](C[C@@H]1CCNC1=O)C(=O)CO,160.0,active
CHEMBL5397476,CC(C)C[C@@H](O)C(=O)N1C[C@H](C(F)(F)F)C[C@H]1C(=O)N[C@@H](C[C@@H]1CCNC1=O)C(=O)COC(F)(F)F,22.0,active
CHEMBL5430978,CC(C)C[C@@H](O)C(=O)N1CC2(CC2)C[C@H]1C(=O)N[C@@H](C[C@@H]1CCNC1=O)C(=O)COC(F)(F)F,23.4,active
CHEMBL5398458,Cc1cc2nc3s/c(=C/c4ccc(-c5cccc(C(=O)O)c5)o4)c(=O)n3c2cc1C,55.0,active
CHEMBL5401536,Cn1c(=O)[nH]c2ncc(-c3cccc(C(=O)Nc4cccc(C#N)c4)c3)cc21,20000.0,inactive
CHEMBL5426089,Cc1c(C(=O)/C=C/c2ccc(O)c([N+](=O)[O-])c2)c(C#N)c2n1CCC2,50000.0,inactive
CHEMBL5423030,O=C(OCc1cn2cc(Br)ccc2n1)c1cc(-c2ccco2)[nH]n1,6000.0,intermediate
CHEMBL5416060,Cn1c(=O)[nH]c2ncc(-c3cccc(C(=O)Nc4ccc(Cl)c(CO)c4)c3)cc21,15000.0,inactive
CHEMBL5403341,COc1cc(F)cc(NC(=O)c2cccc(-c3cnc4[nH]c(=O)n(C)c4c3)c2)c1,14000.0,inactive
CHEMBL5432737,N#Cc1c(C(=O)NCc2ccc(O)c([N+](=O)[O-])c2)[nH]c2ccccc12,27000.0,inactive
CHEMBL5437795,CCc1c(C(=O)/C=C/c2ccc(O)c([N+](=O)[O-])c2)oc2ccccc12,25000.0,inactive
CHEMBL5407039,Cn1c(C(=O)NCc2ccc(O)c([N+](=O)[O-])c2)c(Br)c2ccccc21,19000.0,inactive
CHEMBL5402316,O=C(COC(=O)c1cc(-c2ccoc2)n[nH]1)Nc1ccc(Br)cc1,2200.0,intermediate
CHEMBL5407297,Oc1ccccc1-c1ncnc2[nH]ccc12,12000.0,inactive
CHEMBL5425227,C=C(Cl)COC(=O)c1cnc2[nH]ccc2c1,31000.0,inactive
CHEMBL5436474,CC(C)SCn1cnc2cnn(C)c2c1=O,59000.0,inactive
CHEMBL5399052,N#Cc1cncc(NCc2cc(Br)c[nH]2)n1,60000.0,inactive
CHEMBL5435740,Cn1ncc(N)c1-c1cc2ccccc2[nH]1,341000.0,inactive
CHEMBL5407441,O=C(NC1CSC1)c1ncnn2cccc12,62000.0,inactive
CHEMBL5416105,Nc1cn2cc(-c3cscc3Cl)ncc2n1,78000.0,inactive
CHEMBL5432888,Cc1nc2ncc(-c3c[nH]nn3)cc2[nH]1,127000.0,inactive
CHEMBL5394168,CN(Cc1ccncc1)c1cc(Br)ncn1,170000.0,inactive
CHEMBL5432498,Cc1cc(C(=O)Nc2cccc(N3CCNC3=O)c2C)sc1C=O,3500.0,intermediate
CHEMBL5411566,N#Cc1ccc(NC(=O)c2cc(C=O)n3c2CCCC3)c2cc(O)ccc12,8000.0,intermediate
CHEMBL5418908,CN(C)c1cncc(NC(=O)c2ccc(C=O)cc2O)c1,12000.0,inactive
CHEMBL5416515,O=Cc1cc(F)c(C(=O)Nc2cc(Cl)c3c(c2)OCCO3)cc1F,25000.0,inactive
CHEMBL5423901,O=Cc1nc2ccccn2c1C=C1COC1,11000.0,inactive
CHEMBL5405564,C=CC(=O)N(C)c1ccc(C(=O)Nc2ccc(-c3cn4ccsc4n3)cc2)cc1,39000.0,inactive
CHEMBL5436990,C=CC(=O)NCCC(=O)N1CCC(C2C(=O)Nc3cc(Cl)ccc32)CC1,32000.0,inactive
CHEMBL5429971,C=CC(=O)NCC(=O)C(=O)N1CCC(C2C(=O)Nc3cc(Cl)ccc32)CC1,7000.0,intermediate
CHEMBL5437799,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCCNS(=O)(=O)c2ccccc2)[C@@H](O)[C@H]1O,4600.0,intermediate
CHEMBL5423053,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCCNS(=O)(=O)c2ccc([N+](=O)[O-])cc2)[C@@H](O)[C@H]1O,4700.0,intermediate
CHEMBL5409052,N#Cc1ccc(S(=O)(=O)NCCSC[C@H]2O[C@@H](n3cnc4c(N)ncnc43)[C@H](O)[C@@H]2O)cc1,15600.0,inactive
CHEMBL5406405,Cc1ccc(S(=O)(=O)NCCSC[C@H]2O[C@@H](n3cnc4c(N)ncnc43)[C@H](O)[C@@H]2O)cc1,2200.0,intermediate
CHEMBL5403276,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCCNS(=O)(=O)c2ccc(C(F)(F)F)cc2)[C@@H](O)[C@H]1O,7300.0,intermediate
CHEMBL5418419,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCCNS(=O)(=O)c2ccccc2[N+](=O)[O-])[C@@H](O)[C@H]1O,2040.0,intermediate
CHEMBL5421616,COc1ccc(S(=O)(=O)NCCSC[C@H]2O[C@@H](n3cnc4c(N)ncnc43)[C@H](O)[C@@H]2O)c([N+](=O)[O-])c1,900.0,active
CHEMBL5411147,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCCNS(=O)(=O)c2ccc(Cl)cc2[N+](=O)[O-])[C@@H](O)[C@H]1O,900.0,active
CHEMBL5420170,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CS(=O)(=O)CCNS(=O)(=O)c2ccccc2)[C@@H](O)[C@H]1O,23300.0,inactive
CHEMBL5439086,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CS(=O)(=O)CCNS(=O)(=O)c2ccc([N+](=O)[O-])cc2)[C@@H](O)[C@H]1O,27400.0,inactive
CHEMBL5394078,N#Cc1ccc(S(=O)(=O)NCCS(=O)(=O)C[C@H]2O[C@@H](n3cnc4c(N)ncnc43)[C@H](O)[C@@H]2O)cc1,52400.0,inactive
CHEMBL5410336,Cc1ccc(S(=O)(=O)NCCS(=O)(=O)C[C@H]2O[C@@H](n3cnc4c(N)ncnc43)[C@H](O)[C@@H]2O)cc1,49000.0,inactive
CHEMBL5438646,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CS(=O)(=O)CCNS(=O)(=O)c2ccc(C(F)(F)F)cc2)[C@@H](O)[C@H]1O,38400.0,inactive
CHEMBL1879790,CN1CCN(c2ccccc2N)CC1,1.81,active
CHEMBL5430961,CC(C)(C)NCc1ccccc1,982.0,active
CHEMBL13305,NCc1c(Cl)cccc1Cl,81.0,active
CHEMBL1370095,CCN1CCN(c2ccc(N)cc2)CC1,28.0,active
CHEMBL165728,CNC(=O)c1ccc(N)cc1,34.0,active
CHEMBL138621,NCc1ccc(Br)cc1,45.0,active
CHEMBL5435017,CN1CCN(c2ccc(N)cc2F)CC1,62.0,active
